Name,Module_Name,Manufacturer,Technology,Bifacial,STC_Wp,PTC_Wp,Area_m2,Efficiency,Length_m,Width_m,Num_Cells,I_sc,V_oc,I_mp,V_mp,T_NOCT_C,Temp_Coeff
,Chint New Energy Technology Co. Ltd. CHSM66M(DG)/F-BH-655,Chint New Energy Technology Co. Ltd.,Mono-crystalline,1,655.67,608.1,3.03,0.2164,,,66,18.37,45.7,17.3,37.9,44.8,-0.386
,SUNPLUS OPTIMUM LIMITED SR5-66HBD-655M,SUNPLUS OPTIMUM LIMITED,Mono-crystalline,1,655.67,608.1,3.03,0.2164,,,66,18.37,45.7,17.3,37.9,44.8,-0.386
,Topsun Co. Ltd. TOP CLASS 655CH12,Topsun Co. Ltd.,Mono-crystalline,1,655.67,608.1,3.03,0.2164,,,66,18.37,45.7,17.3,37.9,44.8,-0.386
,Chint New Energy Technology Co. Ltd. CHSM66M(DG)/F-BH-650,Chint New Energy Technology Co. Ltd.,Mono-crystalline,1,650.702,603.3,3.03,0.2148,,,66,18.32,45.5,17.26,37.7,44.8,-0.386
,Topsun Co. Ltd. TOP CLASS 650CH12,Topsun Co. Ltd.,Mono-crystalline,1,650.702,603.3,3.03,0.2148,,,66,18.32,45.5,17.26,37.7,44.8,-0.386
,Chint New Energy Technology Co. Ltd. CHSM66M(DG)/F-BH-645,Chint New Energy Technology Co. Ltd.,Mono-crystalline,1,645.375,598.5,3.03,0.213,,,66,18.27,45.3,17.21,37.5,44.8,-0.386
,SUNPLUS OPTIMUM LIMITED SR5-66HBD-645M,SUNPLUS OPTIMUM LIMITED,Mono-crystalline,1,645.375,598.5,3.03,0.213,,,66,18.27,45.3,17.21,37.5,44.8,-0.386
,Topsun Co. Ltd. TOP CLASS 645CH12,Topsun Co. Ltd.,Mono-crystalline,1,645.375,598.5,3.03,0.213,,,66,18.27,45.3,17.21,37.5,44.8,-0.386
,Chint New Energy Technology Co. Ltd. CHSM66M(DG)/F-BH-640,Chint New Energy Technology Co. Ltd.,Mono-crystalline,1,640.441,593.7,3.03,0.2114,,,66,18.22,45.1,17.17,37.3,44.8,-0.386
,SUNPLUS OPTIMUM LIMITED SR5-66HBD-640M,SUNPLUS OPTIMUM LIMITED,Mono-crystalline,1,640.441,593.7,3.03,0.2114,,,66,18.22,45.1,17.17,37.3,44.8,-0.386
,Topsun Co. Ltd. TOP CLASS 640CH12,Topsun Co. Ltd.,Mono-crystalline,1,640.441,593.7,3.03,0.2114,,,66,18.22,45.1,17.17,37.3,44.8,-0.386
,Chint New Energy Technology Co. Ltd. CHSM66M(DG)/F-BH-635,Chint New Energy Technology Co. Ltd.,Mono-crystalline,1,635.523,589,3.03,0.2097,,,66,18.17,44.9,17.13,37.1,44.8,-0.386
,SUNPLUS OPTIMUM LIMITED SR5-66HBD-635M,SUNPLUS OPTIMUM LIMITED,Mono-crystalline,1,635.523,589,3.03,0.2097,,,66,18.17,44.9,17.13,37.1,44.8,-0.386
,Topsun Co. Ltd. TOP CLASS 635CH12,Topsun Co. Ltd.,Mono-crystalline,1,635.523,589,3.03,0.2097,,,66,18.17,44.9,17.13,37.1,44.8,-0.386
,Chint New Energy Technology Co. Ltd. CHSM66M-HC-675,Chint New Energy Technology Co. Ltd.,Mono-crystalline,0,675.072,625.8,3.02,0.2235,,,66,18.68,46.3,17.58,38.4,45.4,-0.386
,Chint New Energy Technology Co. Ltd. CHSM66M-HC-670,Chint New Energy Technology Co. Ltd.,Mono-crystalline,0,670.028,621.1,3.02,0.2219,,,66,18.63,46.1,17.54,38.2,45.4,-0.386
,Chint New Energy Technology Co. Ltd. CHSM66M-HC-665,Chint New Energy Technology Co. Ltd.,Mono-crystalline,0,666.75,616.3,3.02,0.2208,,,66,18.58,45.9,17.5,38.1,45.4,-0.386
,Chint New Energy Technology Co. Ltd. CHSM66M-HC-660,Chint New Energy Technology Co. Ltd.,Mono-crystalline,0,661.355,611.5,3.02,0.219,,,66,18.53,45.7,17.45,37.9,45.4,-0.386
,Chint New Energy Technology Co. Ltd. CHSM66M-HC-655,Chint New Energy Technology Co. Ltd.,Mono-crystalline,0,656.357,606.7,3.02,0.2173,,,66,18.48,45.5,17.41,37.7,45.4,-0.386
,Chint New Energy Technology Co. Ltd. CHSM66M-HC-650,Chint New Energy Technology Co. Ltd.,Mono-crystalline,0,651,601.9,3.02,0.2156,,,66,18.43,45.3,17.36,37.5,45.4,-0.386
,Chint New Energy Technology Co. Ltd. CHSM66M-HC-645,Chint New Energy Technology Co. Ltd.,Mono-crystalline,0,646.036,597.2,3.02,0.2139,,,66,18.38,45.1,17.32,37.3,45.4,-0.386
,BYD Company Limited BYD665MSTK-33,BYD Company Limited,Mono-crystalline,0,664.845,622.2,3,0.2216,,,44,18.27,45.9,17.45,38.1,45.4,-0.34
,WAAREE ENERGIES LIMITED Bi-68-660,WAAREE ENERGIES LIMITED,Mono-crystalline,1,661.035,615.2,3,0.2203,,,66,17.98,46.4,17.35,38.1,46.6,-0.337
,BYD Company Limited BYD660MSTK-33,BYD Company Limited,Mono-crystalline,0,659.68,617.4,3,0.2199,,,44,18.24,45.7,17.36,38,45.4,-0.34
,BYD Company Limited BYD655MSTK-33,BYD Company Limited,Mono-crystalline,0,656.26,612.6,3,0.2188,,,44,18.21,45.6,17.27,38,45.4,-0.34
,WAAREE ENERGIES LIMITED Bi-68-655,WAAREE ENERGIES LIMITED,Mono-crystalline,1,655.291,610.4,3,0.2184,,,66,17.9,46.3,17.29,37.9,46.6,-0.337
,BYD Company Limited BYD650MSTK-33,BYD Company Limited,Mono-crystalline,0,651.122,607.8,3,0.217,,,44,18.17,45.5,17.18,37.9,45.4,-0.34
,WAAREE ENERGIES LIMITED Bi-68-650,WAAREE ENERGIES LIMITED,Mono-crystalline,1,650.364,605.7,3,0.2168,,,66,17.84,46.1,17.16,37.9,46.6,-0.337
,BYD Company Limited BYD645MSTK-33,BYD Company Limited,Mono-crystalline,0,646.38,603,3,0.2155,,,44,18.13,45.3,17.1,37.8,45.4,-0.34
,WAAREE ENERGIES LIMITED Bi-68-645,WAAREE ENERGIES LIMITED,Mono-crystalline,1,645.816,600.9,3,0.2153,,,66,17.78,45.9,17.04,37.9,46.6,-0.337
,WAAREE ENERGIES LIMITED Bi-68-640,WAAREE ENERGIES LIMITED,Mono-crystalline,1,640.332,596.1,3,0.2134,,,66,17.71,45.8,16.94,37.8,46.6,-0.337
,WAAREE ENERGIES LIMITED Bi-68-635,WAAREE ENERGIES LIMITED,Mono-crystalline,1,634.491,591.3,3,0.2115,,,66,17.65,45.6,16.83,37.7,46.6,-0.337
,WAAREE ENERGIES LIMITED Bi-68-630,WAAREE ENERGIES LIMITED,Mono-crystalline,1,630.721,586.5,3,0.2102,,,66,17.58,45.5,16.73,37.7,46.6,-0.337
,WAAREE ENERGIES LIMITED Bi-68-625,WAAREE ENERGIES LIMITED,Mono-crystalline,1,624.912,581.7,3,0.2083,,,66,17.52,45.3,16.62,37.6,46.6,-0.337
,WAAREE ENERGIES LIMITED Bi-68-620,WAAREE ENERGIES LIMITED,Mono-crystalline,1,621.152,576.9,3,0.2071,,,66,17.46,45.1,16.52,37.6,46.6,-0.337
,Miasole FLEX-03 500W,Miasole,CIGS,0,501.072,439.6,3,0.167,,,112,9.07,77.2,8.03,62.4,62.9,-0.312
,Miasole FLEX-03 490W,Miasole,CIGS,0,490.586,430.5,3,0.1635,,,112,9.11,76.4,7.99,61.4,62.9,-0.312
,Miasole FLEX-03 480W,Miasole,CIGS,0,480.975,421.5,3,0.1603,,,112,9.15,75.6,7.95,60.5,62.9,-0.312
,Miasole FLEX-03 470W,Miasole,CIGS,0,471.436,412.4,3,0.1571,,,112,9.19,74.8,7.91,59.6,62.9,-0.312
,Applied Materials 1/2-L Size Tandem Junction,Applied Materials,Thin-Film,0,233.28,210.1,2.86,0.0816,2.2,1.3,216,1.3,280,1.08,216,44.1,-0.368
,Applied Materials 1/2-P Size Tandem Junction,Applied Materials,Thin-Film,0,228.96,210.1,2.86,0.0801,2.6,1.1,106,2.6,137.6,2.16,106,44.1,-0.368
,Applied Materials 1/2-L Size Single Junction Version 1.0,Applied Materials,Thin-Film,0,207.74,192.4,2.86,0.0726,2.2,1.3,216,1.45,194.2,1.3,159.8,44.8,-0.3
,Applied Materials 1/2-P Size Single Junction Version 1.0,Applied Materials,Thin-Film,0,206.941,192.4,2.86,0.0724,2.6,1.1,106,2.9,97.1,2.59,79.9,44.8,-0.3
,Venus Energy Limited VE-600-60IIMK,Venus Energy Limited,Mono-crystalline,0,599.256,563.2,2.84,0.211,,,60,18.08,41.8,17.22,34.8,43.1,-0.359
,Venus Energy Limited VE-595-60IIMK,Venus Energy Limited,Mono-crystalline,0,595.105,558.4,2.84,0.2095,,,60,18,41.6,17.15,34.7,43.1,-0.359
,Venus Energy Limited VE-590-60IIMK,Venus Energy Limited,Mono-crystalline,0,590.968,553.6,2.84,0.2081,,,60,17.93,41.5,17.08,34.6,43.1,-0.359
,Venus Energy Limited VE-580-60IIMK,Venus Energy Limited,Mono-crystalline,0,580.699,544,2.84,0.2045,,,60,17.77,41.1,16.93,34.3,43.1,-0.359
,Venus Energy Limited VE-575-60IIMK,Venus Energy Limited,Mono-crystalline,0,574.926,539.2,2.84,0.2024,,,60,17.69,40.9,16.86,34.1,43.1,-0.359
,Venus Energy Limited VE-570-60IIMK,Venus Energy Limited,Mono-crystalline,0,570.52,534.3,2.84,0.2009,,,60,17.61,40.8,16.78,34,43.1,-0.359
,Venus Energy Limited VE-565-60IIMK,Venus Energy Limited,Mono-crystalline,0,564.46,529.5,2.84,0.1988,,,60,17.54,40.6,16.7,33.8,43.1,-0.359
,Venus Energy Limited VE-560-60IIMK,Venus Energy Limited,Mono-crystalline,0,560.431,524.7,2.84,0.1973,,,60,17.46,40.4,16.63,33.7,43.1,-0.359
,Venus Energy Limited VE-555-60IIMK,Venus Energy Limited,Mono-crystalline,0,554.425,519.9,2.84,0.1952,,,60,17.38,40.2,16.55,33.5,43.1,-0.359
,Venus Energy Limited VE-550-60IIMK,Venus Energy Limited,Mono-crystalline,0,550.098,515.2,2.84,0.1937,,,60,17.3,40.1,16.47,33.4,43.1,-0.359
,Tangshan Haitai New Energy Technology Co. Ltd. HTM610DMH8-60(1500),Tangshan Haitai New Energy Technology Co. Ltd.,Mono-crystalline,0,609.664,570.9,2.83,0.2154,,,60,18.31,41.6,17.32,35.2,45.3,-0.336
,Tangshan Haitai New Energy Technology Co. Ltd. HTM610MH8-60(1500),Tangshan Haitai New Energy Technology Co. Ltd.,Mono-crystalline,0,609.664,569.7,2.83,0.2154,,,60,18.31,41.6,17.32,35.2,45.4,-0.345
,Tangshan Haitai New Energy Technology Co. Ltd. HTM605DMH8-60(1500),Tangshan Haitai New Energy Technology Co. Ltd.,Mono-crystalline,0,604.8,566.1,2.83,0.2137,,,60,18.25,41.4,17.28,35,45.3,-0.336
,Tangshan Haitai New Energy Technology Co. Ltd. HTM605MH8-60(1500),Tangshan Haitai New Energy Technology Co. Ltd.,Mono-crystalline,0,604.8,564.9,2.83,0.2137,,,60,18.25,41.4,17.28,35,45.4,-0.345
,Tangshan Haitai New Energy Technology Co. Ltd. HTM600DMH8-60(1500),Tangshan Haitai New Energy Technology Co. Ltd.,Mono-crystalline,0,599.952,561.3,2.83,0.212,,,60,18.2,41.2,17.24,34.8,45.3,-0.336
,Tangshan Haitai New Energy Technology Co. Ltd. HTM600MH8-60(1500),Tangshan Haitai New Energy Technology Co. Ltd.,Mono-crystalline,0,599.952,560.1,2.83,0.212,,,60,18.2,41.2,17.24,34.8,45.4,-0.345
,Tangshan Haitai New Energy Technology Co. Ltd. HTM595DMH8-60(1500),Tangshan Haitai New Energy Technology Co. Ltd.,Mono-crystalline,0,594.774,556.5,2.83,0.2102,,,60,18.15,41,17.19,34.6,45.3,-0.336
,Tangshan Haitai New Energy Technology Co. Ltd. HTM595MH8-60(1500),Tangshan Haitai New Energy Technology Co. Ltd.,Mono-crystalline,0,594.774,555.3,2.83,0.2102,,,60,18.15,41,17.19,34.6,45.4,-0.345
,Tangshan Haitai New Energy Technology Co. Ltd. HTM590DMH8-60(1500),Tangshan Haitai New Energy Technology Co. Ltd.,Mono-crystalline,0,589.96,551.7,2.83,0.2085,,,60,18.11,40.8,17.15,34.4,45.3,-0.336
,Tangshan Haitai New Energy Technology Co. Ltd. HTM590MH8-60(1500),Tangshan Haitai New Energy Technology Co. Ltd.,Mono-crystalline,0,589.96,550.5,2.83,0.2085,,,60,18.11,40.8,17.15,34.4,45.4,-0.345
,WAAREE ENERGIES LIMITED Bi-66-605,WAAREE ENERGIES LIMITED,Mono-crystalline,1,605.862,561.1,2.81,0.2156,,,60,18.03,42.4,17.46,34.7,46,-0.369
,WAAREE ENERGIES LIMITED Bi-66-600,WAAREE ENERGIES LIMITED,Mono-crystalline,1,600.31,556.3,2.81,0.2136,,,60,17.98,42.2,17.35,34.6,46,-0.369
,Trina Solar TSM-600DEG20C.20,Trina Solar,Mono-crystalline,1,599.964,566.4,2.81,0.2135,,,60,18.42,41.7,17.34,34.6,43.9,-0.315
,Trina Solar TSM-600DE20,Trina Solar,Mono-crystalline,0,599.936,563.9,2.81,0.2135,,,60,18.52,41.5,17.44,34.4,44.4,-0.33
,Trina Solar TSM-595DEG20C.20,Trina Solar,Mono-crystalline,1,595.12,561.5,2.81,0.2118,,,60,18.36,41.5,17.3,34.4,43.9,-0.315
,Trina Solar TSM-595DE20,Trina Solar,Mono-crystalline,0,595.08,559,2.81,0.2118,,,60,18.47,41.3,17.4,34.2,44.4,-0.33
,WAAREE ENERGIES LIMITED Bi-66-595,WAAREE ENERGIES LIMITED,Mono-crystalline,1,594.776,551.5,2.81,0.2117,,,60,17.9,42.1,17.29,34.4,46,-0.369
,WAAREE ENERGIES LIMITED Bi-66-590,WAAREE ENERGIES LIMITED,Mono-crystalline,1,590.304,546.8,2.81,0.2101,,,60,17.84,41.9,17.16,34.4,46,-0.369
,Trina Solar TSM-590DEG20C.20,Trina Solar,Mono-crystalline,1,589.95,556.7,2.81,0.2099,,,60,18.31,41.3,17.25,34.2,43.9,-0.315
,Trina Solar TSM-590DE20,Trina Solar,Mono-crystalline,0,589.9,554.2,2.81,0.2099,,,60,18.42,41.1,17.35,34,44.4,-0.33
,Trina Solar TSM-585DEG20C.20,Trina Solar,Mono-crystalline,1,585.14,551.9,2.81,0.2082,,,60,18.26,41.1,17.21,34,43.9,-0.315
,Trina Solar TSM-585DE20,Trina Solar,Mono-crystalline,0,585.078,549.4,2.81,0.2082,,,60,18.37,40.9,17.31,33.8,44.4,-0.33
,WAAREE ENERGIES LIMITED Bi-66-585,WAAREE ENERGIES LIMITED,Mono-crystalline,1,584.472,542,2.81,0.208,,,60,17.78,41.8,17.04,34.3,46,-0.369
,WAAREE ENERGIES LIMITED Bi-66-580,WAAREE ENERGIES LIMITED,Mono-crystalline,1,580.032,537.2,2.81,0.2064,,,60,17.73,41.6,16.96,34.2,46,-0.369
,Trina Solar TSM-580DEG20C.20,Trina Solar,Mono-crystalline,1,580.008,547.1,2.81,0.2064,,,60,18.21,40.9,17.16,33.8,43.9,-0.315
,Risen Energy Co. Ltd. RSM120-8-610M,Risen Energy Co. Ltd.,Mono-crystalline,0,610.74,572.9,2.8,0.2181,,,60,18.42,42,17.4,35.1,45.1,-0.324
,CSI Solar Co. Ltd. CS7L-610MS-R,CSI Solar Co. Ltd.,Mono-crystalline,0,610.337,573.8,2.8,0.218,,,60,18.57,41.7,17.29,35.3,44.2,-0.331
,Boviet Solar Technology Co. Ltd. BVM7613M-605-H-HC-BF-DG,Boviet Solar Technology Co. Ltd.,Mono-crystalline,1,606.732,570,2.8,0.2167,,,78,14.16,54.4,13.02,46.6,42.9,-0.346
,BOVIET SOLAR TECHNOLOGY CO.LTD BVM7613M-605-H-HC,BOVIET SOLAR TECHNOLOGY CO.LTD,Mono-crystalline,0,606.732,571.4,2.8,0.2167,,,78,14.16,54.4,13.02,46.6,42.8,-0.334
,BOVIET SOLAR TECHNOLOGY CO.LTD BVM7613M-605-H-HC-BF,BOVIET SOLAR TECHNOLOGY CO.LTD,Mono-crystalline,1,606.732,568.9,2.8,0.2167,,,78,14.16,54.4,13.02,46.6,42.8,-0.358
,Risen Energy Co. Ltd. RSM120-8-605M,Risen Energy Co. Ltd.,Mono-crystalline,0,605.515,568.1,2.8,0.2163,,,60,18.37,41.8,17.35,34.9,45.1,-0.324
,CSI Solar Co. Ltd. CS7L-605MS-R,CSI Solar Co. Ltd.,Mono-crystalline,0,605.475,569,2.8,0.2162,,,60,18.52,41.5,17.25,35.1,44.2,-0.331
,Boviet Solar Technology Co. Ltd. BVM7613M-600-H-HC-BF-DG,Boviet Solar Technology Co. Ltd.,Mono-crystalline,1,600.88,565.1,2.8,0.2146,,,78,14.08,54.3,12.95,46.4,42.9,-0.346
,BOVIET SOLAR TECHNOLOGY CO.LTD BVM7613M-600-H-HC,BOVIET SOLAR TECHNOLOGY CO.LTD,Mono-crystalline,0,600.88,566.6,2.8,0.2146,,,78,14.08,54.3,12.95,46.4,42.8,-0.334
,BOVIET SOLAR TECHNOLOGY CO.LTD BVM7613M-600-H-HC-BF,BOVIET SOLAR TECHNOLOGY CO.LTD,Mono-crystalline,1,600.88,564.1,2.8,0.2146,,,78,14.08,54.3,12.95,46.4,42.8,-0.358
,Jiangsu Xiehang New Energy Intelligent Equipment Co. Ltd FE78-18X-600,Jiangsu Xiehang New Energy Intelligent Equipment Co. Ltd,Mono-crystalline,0,600.552,559.3,2.8,0.2145,,,78,14.1,54.1,13.17,45.6,46.6,-0.334
,Risen Energy Co. Ltd. RSM120-8-600M,Risen Energy Co. Ltd.,Mono-crystalline,0,600.31,563.2,2.8,0.2144,,,60,18.32,41.6,17.3,34.7,45.1,-0.324
,CSI Solar Co. Ltd. CS7L-600MS-R,CSI Solar Co. Ltd.,Mono-crystalline,0,600.28,564.2,2.8,0.2144,,,60,18.47,41.3,17.2,34.9,44.2,-0.331
,Boviet Solar Technology Co. Ltd. BVM7613M-595-H-HC-BF-DG,Boviet Solar Technology Co. Ltd.,Mono-crystalline,1,596.344,560.3,2.8,0.213,,,78,13.81,54.2,12.88,46.3,42.9,-0.346
,BOVIET SOLAR TECHNOLOGY CO.LTD BVM7613M-595-H-HC,BOVIET SOLAR TECHNOLOGY CO.LTD,Mono-crystalline,0,596.344,561.7,2.8,0.213,,,78,13.81,54.2,12.88,46.3,42.8,-0.334
,BOVIET SOLAR TECHNOLOGY CO.LTD BVM7613M-595-H-HC-BF,BOVIET SOLAR TECHNOLOGY CO.LTD,Mono-crystalline,1,596.344,559.3,2.8,0.213,,,78,13.81,54.2,12.88,46.3,42.8,-0.358
,Jiangsu Xiehang New Energy Intelligent Equipment Co. Ltd FE78-18X-595,Jiangsu Xiehang New Energy Intelligent Equipment Co. Ltd,Mono-crystalline,0,595.194,554.5,2.8,0.2126,,,78,14.03,53.9,13.11,45.4,46.6,-0.334
,Risen Energy Co. Ltd. RSM120-8-595M,Risen Energy Co. Ltd.,Mono-crystalline,0,595.125,558.4,2.8,0.2125,,,60,18.26,41.4,17.25,34.5,45.1,-0.324
,CSI Solar Co. Ltd. CS7L-595MS-R,CSI Solar Co. Ltd.,Mono-crystalline,0,595.105,559.3,2.8,0.2125,,,60,18.42,41.1,17.15,34.7,44.2,-0.331
,Boviet Solar Technology Co. Ltd. BVM7613M-590-H-HC-BF-DG,Boviet Solar Technology Co. Ltd.,Mono-crystalline,1,591.002,555.5,2.8,0.2111,,,78,13.72,54.2,12.82,46.1,42.9,-0.346
,BOVIET SOLAR TECHNOLOGY CO.LTD BVM7613M-590-H-HC,BOVIET SOLAR TECHNOLOGY CO.LTD,Mono-crystalline,0,591.002,556.9,2.8,0.2111,,,78,13.72,54.2,12.82,46.1,42.8,-0.334
,BOVIET SOLAR TECHNOLOGY CO.LTD BVM7613M-590-H-HC-BF,BOVIET SOLAR TECHNOLOGY CO.LTD,Mono-crystalline,1,591.002,554.5,2.8,0.2111,,,78,13.72,54.2,12.82,46.1,42.8,-0.358
,Jiangsu Xiehang New Energy Intelligent Equipment Co. Ltd FE78-18X-590,Jiangsu Xiehang New Energy Intelligent Equipment Co. Ltd,Mono-crystalline,0,590.712,549.8,2.8,0.211,,,78,13.96,53.8,13.04,45.3,46.6,-0.334
,Suzhou Talesun Solar Technologies Co. Ltd. TD7G78M-590,Suzhou Talesun Solar Technologies Co. Ltd.,Mono-crystalline,1,590.712,555.8,2.8,0.211,,,78,13.93,53.9,13.04,45.3,43.3,-0.335
,CSI Solar Co. Ltd. CS7L-590MS-R,CSI Solar Co. Ltd.,Mono-crystalline,0,590.295,554.5,2.8,0.2108,,,60,18.37,40.9,17.11,34.5,44.2,-0.331
,Risen Energy Co. Ltd. RSM120-8-590M,Risen Energy Co. Ltd.,Mono-crystalline,0,589.96,553.6,2.8,0.2107,,,60,18.21,41.2,17.2,34.3,45.1,-0.324
,Boviet Solar Technology Co. Ltd. BVM7613M-585-H-HC-BF-DG,Boviet Solar Technology Co. Ltd.,Mono-crystalline,1,586.5,550.7,2.8,0.2095,,,78,13.64,54.1,12.75,46,42.9,-0.346
,BOVIET SOLAR TECHNOLOGY CO.LTD BVM7613M-585-H-HC,BOVIET SOLAR TECHNOLOGY CO.LTD,Mono-crystalline,0,586.5,552.1,2.8,0.2095,,,78,13.64,54.1,12.75,46,42.8,-0.334
,BOVIET SOLAR TECHNOLOGY CO.LTD BVM7613M-585-H-HC-BF,BOVIET SOLAR TECHNOLOGY CO.LTD,Mono-crystalline,1,586.5,549.7,2.8,0.2095,,,78,13.64,54.1,12.75,46,42.8,-0.358
,CSI Solar Co. Ltd. CS7L-585MS-R,CSI Solar Co. Ltd.,Mono-crystalline,0,585.158,549.7,2.8,0.209,,,60,18.32,40.7,17.06,34.3,44.2,-0.331
,Jiangsu Xiehang New Energy Intelligent Equipment Co. Ltd FE78-18X-585,Jiangsu Xiehang New Energy Intelligent Equipment Co. Ltd,Mono-crystalline,0,584.947,545,2.8,0.2089,,,78,13.89,53.6,12.97,45.1,46.6,-0.334
,Suzhou Talesun Solar Technologies Co. Ltd. TD7G78M-585,Suzhou Talesun Solar Technologies Co. Ltd.,Mono-crystalline,1,584.947,551,2.8,0.2089,,,78,13.86,53.7,12.97,45.1,43.3,-0.335
,Risen Energy Co. Ltd. RSM120-8-585M,Risen Energy Co. Ltd.,Mono-crystalline,0,584.815,548.8,2.8,0.2089,,,60,18.16,41,17.15,34.1,45.1,-0.324
,Boviet Solar Technology Co. Ltd. BVM7613M-580-H-HC-BF-DG,Boviet Solar Technology Co. Ltd.,Mono-crystalline,1,581.202,545.8,2.8,0.2076,,,78,13.56,54,12.69,45.8,42.9,-0.346
,BOVIET SOLAR TECHNOLOGY CO.LTD BVM7613M-580-H-HC,BOVIET SOLAR TECHNOLOGY CO.LTD,Mono-crystalline,0,581.202,547.2,2.8,0.2076,,,78,13.56,54,12.69,45.8,42.8,-0.334
,BOVIET SOLAR TECHNOLOGY CO.LTD BVM7613M-580-H-HC-BF,BOVIET SOLAR TECHNOLOGY CO.LTD,Mono-crystalline,1,581.202,544.9,2.8,0.2076,,,78,13.56,54,12.69,45.8,42.8,-0.358
,Jiangsu Xiehang New Energy Intelligent Equipment Co. Ltd FE78-18X-580,Jiangsu Xiehang New Energy Intelligent Equipment Co. Ltd,Mono-crystalline,0,580.5,540.2,2.8,0.2073,,,78,13.82,53.5,12.9,45,46.6,-0.334
,Suzhou Talesun Solar Technologies Co. Ltd. TD7G78M-580,Suzhou Talesun Solar Technologies Co. Ltd.,Mono-crystalline,1,580.5,546.2,2.8,0.2073,,,78,13.79,53.6,12.9,45,43.3,-0.335
,CSI Solar Co. Ltd. CS7L-580MS-R,CSI Solar Co. Ltd.,Mono-crystalline,0,580.382,544.9,2.8,0.2073,,,60,18.27,40.5,17.02,34.1,44.2,-0.331
,Risen Energy Co. Ltd. RSM120-8-580M,Risen Energy Co. Ltd.,Mono-crystalline,0,579.69,544,2.8,0.207,,,60,18.11,40.8,17.1,33.9,45.1,-0.324
,Boviet Solar Technology Co. Ltd. BVM7613M-575-H-HC-BF-DG,Boviet Solar Technology Co. Ltd.,Mono-crystalline,1,576.734,541,2.8,0.206,,,78,13.48,53.9,12.62,45.7,42.9,-0.346
,BOVIET SOLAR TECHNOLOGY CO.LTD BVM7613M-575-H-HC,BOVIET SOLAR TECHNOLOGY CO.LTD,Mono-crystalline,0,576.734,542.4,2.8,0.206,,,78,13.48,53.9,12.62,45.7,42.8,-0.334
,BOVIET SOLAR TECHNOLOGY CO.LTD BVM7613M-575-H-HC-BF,BOVIET SOLAR TECHNOLOGY CO.LTD,Mono-crystalline,1,576.734,540,2.8,0.206,,,78,13.48,53.9,12.62,45.7,42.8,-0.358
,CSI Solar Co. Ltd. CS7L-575MS-R,CSI Solar Co. Ltd.,Mono-crystalline,0,575.283,540.1,2.8,0.2055,,,60,18.22,40.3,16.97,33.9,44.2,-0.331
,Jiangsu Xiehang New Energy Intelligent Equipment Co. Ltd FE78-18X-575,Jiangsu Xiehang New Energy Intelligent Equipment Co. Ltd,Mono-crystalline,0,574.784,535.4,2.8,0.2053,,,78,13.75,53.3,12.83,44.8,46.6,-0.334
,Suzhou Talesun Solar Technologies Co. Ltd. TD7G78M-575,Suzhou Talesun Solar Technologies Co. Ltd.,Mono-crystalline,1,574.784,541.3,2.8,0.2053,,,78,13.72,53.4,12.83,44.8,43.3,-0.335
,Risen Energy Co. Ltd. RSM120-8-575M,Risen Energy Co. Ltd.,Mono-crystalline,0,574.585,539.2,2.8,0.2052,,,60,18.06,40.6,17.05,33.7,45.1,-0.324
,Boviet Solar Technology Co. Ltd. BVM7613M-570-H-HC-BF-DG,Boviet Solar Technology Co. Ltd.,Mono-crystalline,1,571.025,536.2,2.8,0.2039,,,78,13.4,53.8,12.55,45.5,42.9,-0.346
,BOVIET SOLAR TECHNOLOGY CO.LTD BVM7613M-570-H-HC,BOVIET SOLAR TECHNOLOGY CO.LTD,Mono-crystalline,0,571.025,537.6,2.8,0.2039,,,78,13.4,53.8,12.55,45.5,42.8,-0.334
,BOVIET SOLAR TECHNOLOGY CO.LTD BVM7613M-570-H-HC-BF,BOVIET SOLAR TECHNOLOGY CO.LTD,Mono-crystalline,1,571.025,535.2,2.8,0.2039,,,78,13.4,53.8,12.55,45.5,42.8,-0.358
,Jiangsu Xiehang New Energy Intelligent Equipment Co. Ltd FE78-18X-570,Jiangsu Xiehang New Energy Intelligent Equipment Co. Ltd,Mono-crystalline,1,570.372,530.6,2.8,0.2037,,,78,13.68,53.2,12.76,44.7,46.6,-0.334
,Suzhou Talesun Solar Technologies Co. Ltd. TD7G78M-570,Suzhou Talesun Solar Technologies Co. Ltd.,Mono-crystalline,1,570.372,536.5,2.8,0.2037,,,78,13.65,53.3,12.76,44.7,43.3,-0.335
,Jiangsu Xiehang New Energy Intelligent Equipment Co. Ltd FE78-18X-565,Jiangsu Xiehang New Energy Intelligent Equipment Co. Ltd,Mono-crystalline,0,564.705,525.8,2.8,0.2017,,,78,13.61,53,12.69,44.5,46.6,-0.334
,Jiangsu Xiehang New Energy Intelligent Equipment Co. Ltd FE78-18X-560,Jiangsu Xiehang New Energy Intelligent Equipment Co. Ltd,Mono-crystalline,0,560.328,521.1,2.8,0.2001,,,78,13.54,52.9,12.62,44.4,46.6,-0.334
,First Solar Inc. FS-7540A-TR1,First Solar Inc.,CdTe,0,539.682,502.7,2.8,0.1927,,,268,3.06,227.7,2.86,188.7,48.9,-0.295
,First Solar Inc. FS-7535A-TR1,First Solar Inc.,CdTe,0,535.23,498,2.8,0.1912,,,268,3.06,227.2,2.85,187.8,48.9,-0.295
